CustomerID,Region,Segment,RFM_Segment,Contract,Tenure Months,Monthly Charges,MonthlyProfit,CLV,Churn Value,ChurnProbability
4841-ANKFB,Central California,Gold,Need Attention,Two year,2,78.1,21.05,730.52,0,0.1618145457672845
8952-VRAWM,Central California,Standard,Champions,Month-to-month,65,19.72,-4.66,0.0,0,0.2477222191835996
5278-WLGGY,Central California,Standard,Loyal,Month-to-month,63,21.01,3.02,35.15,0,0.1375987076700785
5903-PPFKY,Central California,Standard,Loyal,One year,59,25.3,-0.57,0.0,0,0.0635336801473431
2308-YHHAR,Central California,Silver,Champions,Month-to-month,63,82.35,36.58,341.51,0,0.2754486377998507
3871-LPQYO,North California,Standard,Champions,Two year,65,22.53,5.16,180.19,0,0.0062370195028774
2600-SBVHS,North California,Standard,Champions,Two year,64,21.99,-4.18,0.0,0,0.009519924503235
2411-KSQAA,North California,Gold,Need Attention,Two year,20,53.44,16.22,510.35,0,0.1226079222928261
9826-NWBMO,South California,Silver,Champions,Two year,63,59.08,13.22,461.64,0,0.0204661551460718
9287-SQHZI,Central California,Gold,Need Attention,Month-to-month,10,85.21,30.91,175.07,1,0.8472412030303295
3504-SZWEV,Central California,Standard,Loyal,Two year,61,18.95,-2.87,0.0,0,0.0069595729946606
4180-FYYJA,Central California,Silver,Champions,Month-to-month,60,82.38,21.0,199.08,0,0.3658611351557653
2888-OBFDY,South California,Silver,Champions,Month-to-month,61,74.04,17.56,128.54,1,0.4088160069720591
4196-JKAOX,North California,Silver,Champions,Month-to-month,61,73.3,23.62,215.41,0,0.462143304710686
8321-GAUVX,North California,Silver,Champions,Month-to-month,67,75.34,23.34,243.11,0,0.2003569700127981
6194-MTRTH,North California,Gold,Loyal,Two year,17,85.94,1.44,48.42,0,0.0850582075074371
9127-ACROO,Central California,Standard,Loyal,One year,55,22.16,-5.17,0.0,0,0.033675500092776
9180-WSECD,South California,Bronze,Need Attention,One year,1,18.25,0.38,8.63,0,0.18924207728322
6525-SUCHI,Central California,Standard,Loyal,Month-to-month,60,19.65,-1.14,0.0,0,0.1575027996286257
6691-BVCNY,Central California,Silver,Loyal,Month-to-month,52,74.7,23.89,255.72,0,0.2402126772726746
2747-ROVPW,South California,Silver,Champions,Month-to-month,66,63.66,19.87,199.81,0,0.2465570351466531
4625-ERZLV,North California,Gold,Loyal,One year,14,81.67,17.13,260.65,0,0.4778169338609881
8895-QUOUI,Central California,Silver,Champions,Month-to-month,55,56.06,12.33,113.34,1,0.2630099937568275
5734-CFPSA,Central California,Platinum,Champions,Month-to-month,54,83.14,37.95,378.89,0,0.3007554250836206
1620-ANIBU,Central California,Standard,Loyal,Two year,62,18.56,-8.71,0.0,0,0.0058014791432101
5755-ARXKY,South California,Silver,Champions,One year,51,88.95,19.2,399.97,0,0.2180313877709144
4751-CDBHK,North California,Gold,Need Attention,Month-to-month,4,83.44,27.39,155.14,1,0.8763059735395207
4998-MWAXG,South California,Platinum,Champions,One year,67,77.39,20.46,452.74,0,0.0819147466501956
9581-DCDHY,North California,Silver,Champions,One year,67,50.11,11.76,273.77,0,0.0327023028211074
5165-EQNST,Central California,Silver,Champions,One year,69,87.4,17.2,378.12,0,0.0752155184270546
8073-DMQOZ,Central California,Silver,Champions,Month-to-month,64,84.23,17.74,173.28,0,0.2832372690325889
9644-VGNUG,South California,Gold,Loyal,One year,22,77.62,25.12,537.77,0,0.1472588942493649
7405-GDGYZ,Central California,Silver,Champions,One year,57,64.98,14.79,344.31,1,0.0871605382036714
8697-HUFDG,North California,Gold,Loyal,Month-to-month,33,72.35,21.0,152.21,0,0.6320024331659738
2256-QRACM,North California,Bronze,Need Attention,Two year,16,19.96,-9.74,0.0,0,0.0485370394411344
2019-VKKAS,Central California,Platinum,Champions,One year,64,76.56,19.63,456.99,0,0.0922262742250078
7492-TOHCI,South California,Bronze,Need Attention,Month-to-month,18,22.4,1.15,10.82,1,0.3254243494046395
5891-DBFBA,North California,Gold,Need Attention,Month-to-month,5,62.63,28.26,166.17,1,0.8925329252495982
5368-TMCIA,South California,Gold,Need Attention,Month-to-month,13,80.97,28.05,189.17,1,0.8302228007209259
6595-GKXPT,Central California,Gold,Need Attention,Two year,13,59.68,11.2,383.85,0,0.0558589835278361
4147-YSNPQ,North California,Silver,Loyal,Month-to-month,47,69.8,30.77,298.35,0,0.5115452298304123
2440-GRLUN,North California,Platinum,Champions,One year,55,70.77,22.18,471.64,0,0.1199577168032265
1592-RPJUJ,Central California,Silver,Champions,Month-to-month,60,56.45,17.42,192.73,0,0.0819480748961125
2031-DXJKH,North California,Standard,Champions,Month-to-month,65,25.09,-5.41,0.0,0,0.1312343961553081
7639-PXXZI,North California,Bronze,Need Attention,Month-to-month,6,27.65,1.52,12.0,0,0.6947643596737962
6254-JSTGW,Central California,Standard,Loyal,Month-to-month,56,20.55,-2.39,0.0,0,0.1676950259104491
3610-ZWAKK,South California,Silver,Champions,One year,59,52.35,6.24,145.27,0,0.0249520508313912
8401-SBVFJ,North California,Standard,Champions,Two year,61,49.83,-7.89,0.0,0,0.0072280876561881
2530-ENCCU,North California,Gold,Need Attention,Month-to-month,6,79.06,30.48,194.58,1,0.9237423645605116
4094-QZBUC,North California,Bronze,Need Attention,Month-to-month,12,22.62,-6.66,0.0,1,0.528446206603206
7844-HDFJS,Central California,Gold,Need Attention,One year,12,82.61,13.58,288.77,0,0.3157673013210532
7124-SAZLC,South California,Platinum,Champions,Two year,59,82.14,19.03,590.54,0,0.046747097577584
9356-UCLXR,South California,Platinum,Loyal,Two year,29,91.2,23.94,835.98,0,0.0901366865121206
2750-SEJFS,South California,Silver,Champions,Month-to-month,62,80.26,24.94,290.3,0,0.1495653512213991
9380-BPGTD,South California,Silver,Loyal,Month-to-month,51,70.71,15.5,105.65,0,0.6469060083723277
4297-FWCPD,North California,Standard,Champions,One year,67,26.08,-5.14,0.0,0,0.0307510198687489
6397-TTAUH,North California,Silver,Champions,Two year,63,60.95,6.47,225.93,0,0.0095624058808798
7136-ZDJWD,Central California,Gold,Need Attention,Month-to-month,10,44.37,16.41,139.03,1,0.5395264248888034
3347-OZHKU,South California,Gold,Loyal,Month-to-month,16,80.01,37.62,199.54,0,0.840645381696234
2079-IIKOF,South California,Platinum,Champions,Two year,65,71.02,26.07,910.36,0,0.0241409211080028
4522-XVYRP,North California,Gold,Loyal,Two year,16,91.09,15.04,525.2,1,0.1072105624468461
2920-EOKUA,North California,Silver,Champions,Two year,64,91.83,9.23,314.34,0,0.0238344292052486
9020-EKJYS,North California,Gold,Need Attention,Month-to-month,2,86.16,22.82,127.61,1,0.8410892910824972
1323-WRBUA,North California,Silver,Champions,Month-to-month,59,81.48,22.78,242.2,1,0.2726511802937202
4825-EAORM,Central California,Gold,Need Attention,Two year,2,71.47,19.0,663.48,0,0.0706470495861755
4082-NDBEB,Central California,Standard,Loyal,Two year,57,19.57,-10.49,0.0,0,0.0104293174156243
7921-PEOMC,Central California,Standard,Champions,Month-to-month,67,25.89,1.41,15.9,0,0.1307542908760989
9732-YTVOU,North California,Silver,Champions,Two year,61,77.31,12.8,446.98,1,0.0292818107506911
5753-EEWLS,South California,Platinum,Champions,Month-to-month,66,75.88,36.93,392.64,1,0.2314813154531734
2303-LCFCF,Central California,Silver,Loyal,Month-to-month,46,74.64,31.96,259.26,0,0.6060076234557036
6458-AFRDO,South California,Bronze,Loyal,One year,24,56.43,-4.83,0.0,0,0.0746572387419497
8803-UDDSJ,South California,Bronze,Need Attention,Two year,13,18.25,-7.96,0.0,0,0.0373426402568541
4752-MPLAC,North California,Bronze,Need Attention,Month-to-month,10,45.59,9.62,75.27,1,0.584422902838787
1000-GVZMA,North California,Bronze,Need Attention,Two year,18,57.94,1.2,41.13,0,0.0761268500861165
1641-VIWNW,South California,Platinum,Champions,Two year,61,79.58,16.02,559.42,0,0.0091519061072209
2219-WOLNI,Central California,Gold,Loyal,Month-to-month,27,62.06,10.33,102.39,0,0.3113000919762322
6424-UVZKT,North California,Silver,Champions,Month-to-month,61,69.76,14.58,145.57,0,0.249151271920623
8996-AMSLC,Central California,Gold,Need Attention,One year,5,82.53,24.25,424.86,1,0.5148408727458003
6900-KQAAP,Central California,Silver,Champions,Month-to-month,65,81.23,30.55,291.81,0,0.4076221166137461
9840-QYWHC,South California,Silver,Champions,Two year,64,85.16,9.92,339.98,0,0.0257686909706812
6026-QUNXV,North California,Silver,Loyal,Two year,52,78.33,10.2,351.78,1,0.1097660684913857
6272-OAURX,South California,Silver,Champions,One year,71,85.62,15.6,363.17,0,0.0828252535652229
1837-DRMPL,South California,Standard,Loyal,Two year,55,19.57,-17.72,0.0,0,0.0088134980663492
6765-RETMO,North California,Gold,Need Attention,Month-to-month,10,65.84,19.66,179.3,0,0.5165503748162962
6560-THAEZ,North California,Silver,Champions,Month-to-month,57,69.25,13.7,139.74,0,0.3954210606169164
3003-GWGMJ,Central California,Gold,Need Attention,Month-to-month,5,68.23,18.93,178.09,1,0.5399057278250758
6948-PNNVP,North California,Gold,Loyal,Month-to-month,21,76.19,35.07,191.06,1,0.8729092782980258
5575-XCVFI,North California,Silver,Loyal,Month-to-month,45,56.2,26.14,255.34,1,0.5083147024734023
1119-OVJRK,Central California,Bronze,Need Attention,One year,22,41.33,1.41,29.58,0,0.1577770151575286
7832-ZSIVA,South California,Silver,Champions,Month-to-month,57,77.2,23.11,267.34,0,0.077264706273424
9881-VQQGL,South California,Silver,Champions,Month-to-month,70,76.89,18.89,179.08,0,0.3728013272863115
1912-IPJUW,North California,Standard,Champions,Month-to-month,66,21.92,-3.74,0.0,0,0.1378617138290725
6053-IHOSD,South California,Silver,Champions,Month-to-month,61,91.66,29.25,285.71,1,0.345173654644486
5031-LHGVL,North California,Standard,Champions,Two year,68,18.79,1.06,37.02,0,0.0169759852777284
6188-AHFIV,South California,Standard,Champions,One year,64,18.25,-10.11,0.0,0,0.0335587173276527
6144-XKUEV,South California,Standard,Loyal,Month-to-month,51,47.74,6.63,70.49,0,0.1538209042368596
6493-BRMAW,South California,Gold,Need Attention,Month-to-month,16,57.96,7.5,66.24,1,0.543327612870705
5831-PPCIS,North California,Gold,Need Attention,One year,6,50.17,10.8,242.09,0,0.2458341455781485
4048-XILLA,South California,Bronze,Need Attention,Month-to-month,13,20.83,-2.79,0.0,1,0.6011835448521347
8306-DMXZF,North California,Platinum,Champions,One year,55,72.64,20.41,445.75,0,0.1483762821059465
4385-OSGOV,Central California,Gold,Need Attention,Month-to-month,7,78.33,28.56,235.79,1,0.5986031499434901
7859-VXWNZ,Central California,Bronze,Need Attention,Month-to-month,4,26.41,-6.12,0.0,1,0.5710415664750105
5449-SYBYV,North California,Platinum,Champions,Two year,70,90.74,28.36,959.7,0,0.0718317688328997
9971-UEHAP,North California,Bronze,Loyal,Two year,33,18.25,-1.94,0.0,0,0.033240848717994
4935-MTVBX,South California,Gold,Need Attention,Month-to-month,5,75.38,24.17,175.18,1,0.7069402656552112
4362-TPLFE,Central California,Bronze,Need Attention,Two year,14,19.35,-9.63,0.0,0,0.0455695149822998
7579-IFAVK,Central California,Bronze,Need Attention,Two year,19,25.82,-3.62,0.0,1,0.0867486086172514
4134-JPMOH,Central California,Bronze,Need Attention,Two year,13,59.61,-9.27,0.0,0,0.0581010798893881
3667-WLZVS,Central California,Silver,Champions,Month-to-month,68,87.67,33.32,311.08,1,0.3622796469979569
5934-VBMSC,South California,Gold,Need Attention,Two year,10,74.91,15.87,540.47,1,0.178759493196794
2641-BMOMB,North California,Silver,Champions,Month-to-month,68,89.61,25.31,256.34,1,0.3194285028462273
5377-XAUHB,South California,Gold,Need Attention,Month-to-month,2,101.78,28.76,185.67,1,0.8573714754376262
1456-AKMQC,South California,Gold,Need Attention,Month-to-month,15,66.73,28.32,146.13,1,0.9149010013093616
6886-TBRDL,Central California,Gold,Loyal,Month-to-month,30,78.47,30.0,219.6,1,0.751104145139597
6952-WNLVF,North California,Gold,Need Attention,Month-to-month,0,83.73,26.78,128.54,1,0.9573503100510568
2846-MDAJD,North California,Gold,Need Attention,One year,5,54.42,11.41,227.83,0,0.2585730098537978
6732-OMMCK,South California,Silver,Champions,Month-to-month,70,67.05,22.99,241.12,1,0.2479528841220923
1641-JRZHG,South California,Platinum,Loyal,Two year,48,81.93,13.6,442.6,0,0.0974768051945477
7024-XHVIQ,North California,Platinum,Champions,Two year,63,81.07,16.44,574.08,0,0.0197940828477455
2888-GZKAU,North California,Silver,Loyal,Month-to-month,53,58.74,20.73,166.67,0,0.5403569264429064
2145-CVJDZ,North California,Bronze,Need Attention,Two year,17,21.95,-3.48,0.0,0,0.047763382267417
3525-QGPST,North California,Standard,Loyal,Two year,48,53.3,3.63,126.76,1,0.049881695676934
4700-QVVTK,South California,Bronze,Need Attention,Month-to-month,2,48.17,7.22,69.49,0,0.3426461660590567
5779-ZGSUM,South California,Silver,Champions,Month-to-month,62,79.38,17.33,166.78,1,0.2778944592803363
8793-LVQBV,North California,Gold,Loyal,Month-to-month,27,82.55,20.74,141.36,1,0.7113912449456674
7280-FSNYH,South California,Platinum,Champions,Month-to-month,57,100.9,44.45,382.98,0,0.4610194460582311
3371-BUZRJ,North California,Standard,Loyal,Month-to-month,62,44.54,8.65,80.76,0,0.309331865161323
8907-GSPWZ,Central California,Gold,Need Attention,Month-to-month,7,49.51,19.59,149.04,1,0.6475301033759407
4235-CETJD,Central California,Gold,Need Attention,One year,14,82.62,18.47,267.74,0,0.696937446855406
8334-QDSQZ,South California,Standard,Loyal,One year,50,19.23,-8.32,0.0,0,0.0403855366522481
9887-ZXURO,South California,Silver,Champions,Month-to-month,60,72.69,16.59,158.47,0,0.2320064956548
8132-ZDDMH,North California,Gold,Need Attention,Two year,6,73.53,15.3,454.96,1,0.2867839314182496
5786-IUXHU,North California,Platinum,Champions,One year,63,78.38,23.69,531.04,0,0.0929674619323149
1958-USSMC,North California,Silver,Champions,Month-to-month,59,58.04,15.99,163.1,1,0.1831063461773448
8579-CMEWO,North California,Silver,Champions,Month-to-month,56,72.08,30.1,276.68,1,0.4939367532569084
5570-IUFSZ,South California,Standard,Loyal,Month-to-month,52,29.74,4.54,45.65,1,0.3123085007882208
3394-RIYXI,South California,Gold,Need Attention,Month-to-month,8,67.56,22.17,206.98,0,0.3480138493595713
3078-CSXDV,North California,Gold,Loyal,Month-to-month,26,53.88,14.93,154.44,0,0.4127273348963223
7795-MFQPV,South California,Standard,Champions,Month-to-month,66,25.51,-4.02,0.0,0,0.1877702633569742
6077-BFJMJ,Central California,Standard,Loyal,Month-to-month,36,18.51,-5.25,0.0,1,0.2230075617298794
8912-HRJZX,Central California,Standard,Loyal,Month-to-month,54,25.73,-5.88,0.0,0,0.1566557032900023
8060-TQPOA,Central California,Silver,Loyal,Two year,52,70.02,10.16,354.79,0,0.0399113531148661
9435-ZNWKC,North California,Platinum,Loyal,One year,45,75.05,22.9,440.78,0,0.3147970279815167
8509-NYFMR,South California,Standard,Champions,Two year,60,60.89,-3.47,0.0,0,0.0169076470696883
2235-ZPETW,North California,Silver,Loyal,Month-to-month,46,89.21,33.88,277.27,1,0.5225255863151459
4362-PTDNO,North California,Bronze,Need Attention,Month-to-month,5,25.69,-4.83,0.0,1,0.5321954356372379
3711-HQTKD,North California,Silver,Loyal,Month-to-month,54,67.46,21.06,233.01,1,0.1580202294298287
8080-EAIVT,North California,Silver,Champions,Month-to-month,63,75.69,21.01,155.31,0,0.6700355217538833
3758-NYSTC,North California,Silver,Loyal,Month-to-month,50,81.52,22.74,220.49,1,0.4629131989747385
3169-CZIMO,North California,Gold,Need Attention,Month-to-month,2,50.41,17.33,110.63,1,0.810183491713263
5705-BXJXT,South California,Platinum,Champions,Two year,63,84.13,26.57,927.82,0,0.0319039243220829
7271-SZHIR,South California,Bronze,Need Attention,Month-to-month,8,20.14,2.74,22.82,0,0.4242114095817174
3090-UAXJA,North California,Silver,Champions,Month-to-month,59,63.38,19.46,209.7,0,0.1743733541902617
6423-HHMPD,North California,Standard,Loyal,Month-to-month,63,26.21,3.47,38.14,0,0.2439615775804033
1435-LJPTP,Central California,Standard,Loyal,Month-to-month,62,18.97,-10.66,0.0,0,0.2668193574303126
1938-ZSBTW,South California,Silver,Champions,Two year,60,49.94,7.22,252.12,0,0.0061315916317384
6118-VXZYF,South California,Silver,Loyal,One year,52,59.57,3.82,87.28,0,0.0626241938111112
1312-QROGY,South California,Gold,Need Attention,Month-to-month,2,64.69,29.0,243.6,1,0.5704993263462389
4673-TQXSQ,Central California,Standard,Loyal,Month-to-month,49,22.75,2.34,23.87,0,0.2262190112845264
8560-BSPUF,Central California,Bronze,Need Attention,Two year,20,53.06,1.75,56.2,0,0.0577941354061321
6391-HDOAC,North California,Silver,Champions,Two year,56,56.48,11.68,407.87,0,0.0213603635768236
5767-XSACL,South California,Silver,Champions,One year,61,62.63,15.44,359.44,0,0.0241789446816717
4863-BGDOR,South California,Silver,Loyal,Month-to-month,43,79.59,22.52,219.98,0,0.4613212308981315
4514-OFWAN,North California,Silver,Champions,Two year,66,85.92,12.7,424.28,0,0.0367079523411485
3893-LNQYO,South California,Gold,Loyal,Month-to-month,16,90.92,26.76,188.18,1,0.6600596381965804
3047-NNWOW,North California,Silver,Champions,Month-to-month,63,74.45,21.86,229.27,0,0.2537787922702331
6842-OIGCO,South California,Standard,Champions,Month-to-month,69,20.67,0.11,1.2,0,0.1951032133445877
9291-AYWLI,South California,Silver,Champions,Two year,57,77.9,5.11,178.44,0,0.0356402544494925
6224-WALBQ,North California,Gold,Need Attention,Two year,9,72.36,13.16,382.8,1,0.2050649939219657
1689-ITTFN,Central California,Gold,Need Attention,One year,11,77.6,21.69,420.61,0,0.3844752230341602
2659-PAVAP,North California,Platinum,Loyal,Two year,20,70.8,24.88,852.69,0,0.0384058908647354
4648-FODPQ,Central California,Silver,Champions,Month-to-month,68,54.52,11.64,120.4,0,0.1604150134642043
5120-JLYTA,South California,Silver,Loyal,One year,51,66.77,9.09,211.62,0,0.1090230159072239
3605-AGUWL,North California,Silver,Loyal,Month-to-month,45,58.68,19.64,213.05,0,0.151379303299052
7202-JMVHI,Central California,Bronze,Need Attention,Month-to-month,8,23.33,-1.55,0.0,1,0.4688642505994599
2229-FAVWK,South California,Silver,Champions,Month-to-month,58,87.26,29.41,278.81,0,0.3675175132513729
6339-GBNEW,North California,Platinum,Champions,One year,70,87.06,29.46,630.68,0,0.0520621068178889
3515-TGDOE,North California,Gold,Need Attention,Month-to-month,16,63.37,17.98,161.39,0,0.4013794687976998
4594-HWNSP,Central California,Platinum,Champions,Two year,61,79.77,17.18,592.5,0,0.0482887494923963
9195-LWXXS,Central California,Silver,Champions,Month-to-month,67,77.89,27.82,287.77,0,0.3024485543086903
9819-TIEFO,Central California,Gold,Loyal,Month-to-month,14,84.9,27.98,231.0,0,0.509732998895129
2486-GQIRZ,North California,Silver,Champions,Month-to-month,65,75.11,22.0,184.8,0,0.5898572771415672
1790-QVDUN,South California,Silver,Champions,Month-to-month,63,78.5,14.17,112.91,1,0.5697302709878754
